file,alloy,aging_hours,idx,imc_norm_mean,imc_norm_median,imc_norm_std,imc_norm_p10,imc_norm_p90,n_imc_px,gray_min,gray_max
0_0_20.jpg,0,0,20,0.5244107168635778,0.5148514851485149,0.08044638091761022,0.4405940594059406,0.6237623762376238,68791,0.0,202.0
0_1000_9.jpg,0,1000,9,0.5916356616353834,0.5829787234042553,0.036457925497411635,0.5617021276595745,0.6425531914893617,268379,0.0,235.0
0_200_19.jpg,0,200,19,0.7059052923622964,0.6968325791855203,0.06535301385323967,0.6515837104072398,0.7828054298642534,144587,0.0,221.0
0_500_3.jpg,0,500,3,0.6077009919255452,0.5967741935483871,0.04648334211862974,0.5725806451612904,0.6653225806451613,212594,0.0,248.0
100_0_5.jpg,100,0,5,0.36031283067256953,0.34285714285714286,0.09160306144500001,0.2897959183673469,0.46122448979591835,247640,0.0,245.0
100_1000_11.jpg,100,1000,11,0.5242605823732244,0.4823529411764706,0.13632090442566058,0.42745098039215684,0.6901960784313725,140752,0.0,255.0
100_200_9.jpg,100,200,9,0.4011842486826305,0.3803921568627451,0.09765924114497675,0.3176470588235294,0.5019607843137255,249368,0.0,255.0
100_500_28.jpg,100,500,28,0.41638791210360554,0.41025641025641024,0.07139490351081305,0.3504273504273504,0.48717948717948717,280092,0.0,234.0
50_0_21.jpg,50,0,21,0.6023525369781294,0.5972222222222222,0.06811829399690307,0.5416666666666666,0.6759259259259259,156554,0.0,216.0
50_1000_10.jpg,50,1000,10,0.5481477024738439,0.5435684647302904,0.047317280065542734,0.5103734439834025,0.6058091286307054,259517,9.0,250.0
50_200_5.jpg,50,200,5,0.48227277488104264,0.47619047619047616,0.04585507756422602,0.4380952380952381,0.5380952380952381,185951,0.0,210.0
50_500_27.jpg,50,500,27,0.565313137344748,0.5551020408163265,0.04437472209112895,0.5224489795918368,0.6204081632653061,236232,0.0,245.0
80_0_14.jpg,80,0,14,0.5091849619384198,0.5098039215686274,0.05946167652370638,0.44313725490196076,0.5725490196078431,163950,0.0,255.0
80_1000_3.jpg,80,1000,3,0.5683786121074124,0.5684647302904564,0.05330365962470705,0.5103734439834025,0.6307053941908713,297237,0.0,241.0
80_200_8.jpg,80,200,8,0.5787052966414111,0.5754716981132075,0.053318157251247035,0.5330188679245284,0.6415094339622641,196151,0.0,212.0
80_500_28.jpg,80,500,28,0.5792440190749666,0.5725490196078431,0.054965336854176726,0.5294117647058824,0.6470588235294118,244143,0.0,255.0
0_0_14.jpg,0,0,14,0.5118147482539961,0.505,0.08182680396179288,0.43,0.605,68442,0.0,200.0
0_0_18.jpg,0,0,18,0.49872780708065445,0.5024875621890548,0.08381909615276106,0.39800995024875624,0.6019900497512438,65140,0.0,201.0
0_0_20.jpg,0,0,20,0.5244107168635778,0.5148514851485149,0.08044638091761022,0.4405940594059406,0.6237623762376238,68791,0.0,202.0
0_1000_11.jpg,0,1000,11,0.5330389888478483,0.5265700483091788,0.04148103611407353,0.5024154589371981,0.5845410628019324,264756,0.0,207.0
0_1000_15.jpg,0,1000,15,0.5441530643733351,0.5339366515837104,0.04827321254518972,0.5067873303167421,0.6018099547511312,266314,0.0,221.0
0_1000_6.jpg,0,1000,6,0.5683798920198471,0.5585585585585585,0.04576563683579282,0.536036036036036,0.6216216216216216,255157,0.0,222.0
0_200_14.jpg,0,200,14,0.7093199394008964,0.7013574660633484,0.06610159551259055,0.6515837104072398,0.7873303167420814,143562,0.0,221.0
0_200_17.jpg,0,200,17,0.7131438162382485,0.7053571428571429,0.06282554777978008,0.6517857142857143,0.7901785714285714,138933,0.0,224.0
0_200_30.jpg,0,200,30,0.7147992679557951,0.70995670995671,0.07762472571110682,0.6320346320346321,0.8051948051948052,157008,0.0,231.0
0_500_16.jpg,0,500,16,0.5990520715357819,0.5918367346938775,0.04831891916171255,0.5591836734693878,0.6571428571428571,210629,0.0,245.0
0_500_17.jpg,0,500,17,0.5962451534688538,0.588477366255144,0.050287319093701564,0.5555555555555556,0.6584362139917695,194694,0.0,243.0
0_500_27.jpg,0,500,27,0.5534388402164193,0.5458715596330275,0.048502215282874114,0.5091743119266054,0.6100917431192661,204457,0.0,218.0
100_0_17.jpg,100,0,17,0.3653292252097238,0.3466135458167331,0.08662887516653377,0.2908366533864542,0.46215139442231074,284038,0.0,251.0
100_0_20.jpg,100,0,20,0.3621235735260311,0.348,0.07553865203896745,0.3,0.444,230551,0.0,250.0
100_0_8.jpg,100,0,8,0.39398108097259493,0.3675889328063241,0.094209039350926,0.31620553359683795,0.5059288537549407,215452,0.0,253.0
100_1000_13.jpg,100,1000,13,0.49276201859832547,0.4745098039215686,0.07885974562055367,0.42745098039215684,0.5803921568627451,116635,0.0,255.0
100_1000_2.jpg,100,1000,2,0.30247374827708984,0.2886178861788618,0.0629191786197255,0.24796747967479674,0.3780487804878049,103277,0.0,246.0
100_1000_8.jpg,100,1000,8,0.5163313564583194,0.47560975609756095,0.14001161585331756,0.4024390243902439,0.6991869918699187,151767,0.0,246.0
100_200_4.jpg,100,200,4,0.25655680944064085,0.25,0.056130946982513495,0.20982142857142858,0.3125,275974,0.0,224.0
100_200_5.jpg,100,200,5,0.32276115602940486,0.3037974683544304,0.07941006665692131,0.2616033755274262,0.4050632911392405,310113,5.0,242.0
100_200_8.jpg,100,200,8,0.39038567766781795,0.37254901960784315,0.09663432807896387,0.3176470588235294,0.4666666666666667,267644,0.0,255.0
100_500_12.jpg,100,500,12,0.38969117390357333,0.3803921568627451,0.07387840565210238,0.3176470588235294,0.4745098039215686,269253,0.0,255.0
100_500_24.jpg,100,500,24,0.43095584560783,0.42083333333333334,0.07132933187813532,0.3625,0.5166666666666667,300827,0.0,240.0
100_500_32.jpg,100,500,32,0.4287180231843977,0.42083333333333334,0.051984698231108906,0.375,0.49583333333333335,284933,0.0,240.0
50_0_12.jpg,50,0,12,0.6108930916501596,0.6123348017621145,0.06241292573023417,0.5374449339207048,0.6784140969162996,148444,0.0,227.0
50_0_22.jpg,50,0,22,0.5981254093971977,0.5953488372093023,0.0690494793132977,0.5209302325581395,0.6790697674418604,130261,0.0,215.0
50_0_29.jpg,50,0,29,0.6376455154916082,0.6363636363636364,0.06182844303975895,0.5714285714285714,0.70995670995671,166061,0.0,231.0
50_1000_11.jpg,50,1000,11,0.5329980988712243,0.5277777777777778,0.042920157302587664,0.49603174603174605,0.5873015873015873,253400,0.0,252.0
50_1000_12.jpg,50,1000,12,0.5373470827217208,0.5333333333333333,0.045146380891874185,0.4980392156862745,0.596078431372549,276992,0.0,255.0
50_1000_9.jpg,50,1000,9,0.529335380897516,0.5258964143426295,0.04851974596715507,0.4860557768924303,0.5896414342629482,272074,0.0,251.0
50_200_13.jpg,50,200,13,0.5873031271394793,0.5851528384279476,0.04907584996066083,0.5327510917030568,0.6506550218340611,168713,0.0,229.0
50_200_4.jpg,50,200,4,0.4852292269470285,0.4811320754716981,0.04584647482424797,0.4386792452830189,0.5424528301886793,188206,0.0,212.0
50_200_5.jpg,50,200,5,0.48227277488104264,0.47619047619047616,0.04585507756422602,0.4380952380952381,0.5380952380952381,185951,0.0,210.0
50_500_18.jpg,50,500,18,0.5709034943559652,0.5668016194331984,0.04516402785339805,0.5303643724696356,0.6234817813765182,224719,0.0,247.0
50_500_26.jpg,50,500,26,0.5642125522231989,0.556910569105691,0.045389718583888274,0.524390243902439,0.6178861788617886,225745,0.0,246.0
50_500_9.jpg,50,500,9,0.5565473012461902,0.5521739130434783,0.041991643556429634,0.5173913043478261,0.6086956521739131,234042,0.0,230.0
80_0_13.jpg,80,0,13,0.4993257804470412,0.5058823529411764,0.06156710523068835,0.4196078431372549,0.5647058823529412,212068,0.0,255.0
80_0_16.jpg,80,0,16,0.5088998757504667,0.5098039215686274,0.054359648400888146,0.45098039215686275,0.5686274509803921,196884,0.0,255.0
80_0_19.jpg,80,0,19,0.6316887662687289,0.6290322580645161,0.0617319506955264,0.5685483870967742,0.6935483870967742,221794,0.0,248.0
80_1000_16.jpg,80,1000,16,0.5866171397793948,0.5826771653543307,0.04512040073393512,0.5511811023622047,0.6456692913385826,289315,0.0,254.0
80_1000_4.jpg,80,1000,4,0.5764257508418319,0.5743801652892562,0.06764931383812736,0.5,0.6487603305785123,302015,0.0,242.0
80_1000_9.jpg,80,1000,9,0.5813956426254149,0.5766129032258065,0.04588915614106541,0.5443548387096774,0.6370967741935484,294929,0.0,248.0
80_200_10.jpg,80,200,10,0.5711183408239374,0.5734597156398105,0.05421144811594933,0.5165876777251185,0.6350710900473934,234593,0.0,211.0
80_200_17.jpg,80,200,17,0.5863242117086978,0.5818181818181818,0.05009153846225221,0.5318181818181819,0.65,213987,0.0,220.0
80_200_9.jpg,80,200,9,0.573305612054792,0.5734597156398105,0.049852905962078795,0.5260663507109005,0.6350710900473934,209221,0.0,211.0
80_500_13.jpg,80,500,13,0.5798371952321459,0.5803921568627451,0.05703932343764621,0.5254901960784314,0.6470588235294118,254538,0.0,255.0
80_500_16.jpg,80,500,16,0.5821726661523167,0.5803921568627451,0.054685474066971045,0.5411764705882353,0.6470588235294118,263954,0.0,255.0
80_500_29.jpg,80,500,29,0.5805926393657845,0.5725490196078431,0.05412914706935894,0.5333333333333333,0.6470588235294118,215754,0.0,255.0
0_0_19.jpg,0,0,19,0.5363179394611602,0.5219512195121951,0.07958333680326356,0.44878048780487806,0.6390243902439025,67290,0.0,205.0
0_1000_9.jpg,0,1000,9,0.5916356616353834,0.5829787234042553,0.036457925497411635,0.5617021276595745,0.6425531914893617,268379,0.0,235.0
0_200_11.jpg,0,200,11,0.6980190437621513,0.6915887850467289,0.06685593321707672,0.6355140186915887,0.780373831775701,147973,0.0,214.0
0_500_3.jpg,0,500,3,0.6077009919255452,0.5967741935483871,0.04648334211862974,0.5725806451612904,0.6653225806451613,212594,0.0,248.0
50_0_14.jpg,50,0,14,0.6053696270180063,0.6116071428571429,0.06175985138084395,0.5267857142857143,0.6741071428571429,156484,0.0,224.0
50_1000_10.jpg,50,1000,10,0.5481477024738439,0.5435684647302904,0.047317280065542734,0.5103734439834025,0.6058091286307054,259517,9.0,250.0
50_200_6.jpg,50,200,6,0.514742713687028,0.5088495575221239,0.04238788656829163,0.47345132743362833,0.5663716814159292,186031,0.0,226.0
50_500_7.jpg,50,500,7,0.5416692007456344,0.5348837209302325,0.04609404951243295,0.4930232558139535,0.5953488372093023,211688,0.0,215.0
