file,alloy,aging_hours,idx,status,scale_source,px_size_um,mean_thickness_um,median_thickness_um,std_thickness_um,min_thickness_um,max_thickness_um,mean_thickness_px,mode,solder_detected,confidence,pct_valid_columns,needs_review
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\50_200_4.jpg,50,200,4,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240801_SEM\50_200_4.txt,0.018867924528301886,9.929716981132074,10.660377358490566,3.1669198507737186,1.6981132075471697,13.547169811320755,526.275,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\50_200_5.jpg,50,200,5,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240801_SEM\50_200_5.txt,0.018867924528301886,3.769015330188679,3.1132075471698113,1.5286704403870781,1.6981132075471697,7.0754716981132075,199.7578125,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\50_500_18.jpg,50,500,18,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240725_SEM image\50_500_18.txt,0.018867924528301886,13.10455483490566,13.169811320754716,0.4167726461732364,11.867924528301886,13.886792452830187,694.54140625,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\50_500_26.jpg,50,500,26,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240725_SEM image\50_500_26.txt,0.018867924528301886,12.457738797169812,12.81132075471698,1.0287727154712591,9.39622641509434,13.566037735849056,660.26015625,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\50_500_9.jpg,50,500,9,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240725_SEM image\50_500_9.txt,0.018867924528301886,10.632797759433961,12.754716981132075,3.9402630036722406,3.0,13.962264150943396,563.53828125,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_0_13.jpg,80,0,13,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240806_SEM\80_0_13.txt,0.018867924528301886,12.467010613207547,12.60377358490566,0.672160087002441,10.075471698113207,13.415094339622641,660.7515625,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_0_16.jpg,80,0,16,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240806_SEM\80_0_16.txt,0.018867924528301886,12.82415978773585,12.849056603773585,0.34376175653815283,11.679245283018867,13.547169811320755,679.68046875,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_0_19.jpg,80,0,19,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240806_SEM\80_0_19.txt,0.018867924528301886,12.584404481132076,12.660377358490566,0.39484861839271207,11.169811320754716,13.60377358490566,666.9734375,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_1000_16.jpg,80,1000,16,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240725_SEM image\80_1000_16.txt,0.018867924528301886,13.358564268867925,13.415094339622641,0.3772703982040701,12.11320754716981,14.09433962264151,708.00390625,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_1000_4.jpg,80,1000,4,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240725_SEM image\80_1000_4.txt,0.018867924528301886,12.826267688679243,12.886792452830187,0.5354367647083719,11.18867924528302,13.69811320754717,679.7921875,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_1000_9.jpg,80,1000,9,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240725_SEM image\80_1000_9.txt,0.018867924528301886,13.137057783018868,13.20754716981132,0.3407438364067077,11.716981132075471,13.754716981132075,696.2640625,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_200_10.jpg,80,200,10,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240801_SEM\80_200_10.txt,0.018867924528301886,13.075869693396225,13.09433962264151,0.2990666618174755,12.037735849056602,13.60377358490566,693.02109375,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\IMC 측정\main\80_200_17.jpg,80,200,17,ok,E:\00_정명진\03_연구실 컴퓨터\03_SBSAC_Reliability\240801_SEM\80_200_17.txt,0.018867924528301886,12.934257075471697,13.11320754716981,0.5064261110629207,11.50943396226415,13.735849056603772,685.515625,texture-seam Cu boundary + grayscale phase grouping (area method),True,medium-high (자동 검출 — 오버레이 육안 확인 권장),1.0,False
